Ace,Value,Dealer,Hit,Stay
2,14,7,-0.469,-0.554
2,14,8,-0.518,-0.248
2,14,9,-0.469,-0.932
2,14,10,-0.563,-0.901
2,14,11,-0.21,0.0
2,15,2,-0.507,-0.319
2,15,3,-0.515,-0.519
2,15,4,-0.581,0.282
2,15,5,-0.455,-0.492
2,15,6,-0.631,0.075
2,15,7,-0.091,0.031
2,15,8,-0.638,-0.768
2,15,9,-0.475,-0.547
2,15,10,-0.442,-0.504
2,15,11,-0.531,-0.644
2,16,2,-0.552,-0.525
2,16,3,-0.736,-0.023
2,16,4,-0.698,-0.097
2,16,5,-0.523,-0.243
2,16,6,-0.436,0.329
2,16,7,-0.738,-0.072
2,16,8,-0.704,0.026
2,16,9,-0.562,0.448
2,16,10,-0.639,-0.438
2,16,11,-0.853,-0.298
2,17,2,-0.687,0.367
2,17,3,-0.541,0.216
2,17,4,-0.601,0.146
2,17,5,-0.687,0.174
2,17,6,-0.746,0.427
2,17,7,-0.63,0.178
2,17,8,-0.498,0.086
2,17,9,-0.693,0.1
2,17,10,-0.575,-0.025
2,17,11,-0.728,0.213
2,18,2,-0.738,0.323
2,18,3,-0.336,0.177
2,18,4,-0.598,0.318
2,18,5,-0.554,-0.167
2,18,6,-0.731,0.483
2,18,7,-0.595,0.553
2,18,8,-0.841,0.316
2,18,9,-0.589,0.662
2,18,10,-0.626,0.406
2,18,11,-0.61,0.268
3,0,2,0.0,0.0
3,0,3,0.0,-0.599
3,0,4,0.089,0.0
3,0,5,0.31,-0.775
3,0,6,0.0,-0.444
3,0,7,0.0,-0.319
3,0,8,0.0,0.0
3,0,9,-0.24,-0.195
3,0,10,-0.115,-0.734
3,2,2,0.0,0.0
3,2,4,0.0,-0.378
3,2,8,0.0,-0.755
3,2,10,0.07,-0.083
3,3,3,0.0,0.0
3,3,4,-0.236,0.0
3,3,10,0.34,-1.048
3,4,3,0.0,0.248
3,4,4,0.0,0.0
3,4,7,0.0,-0.68
3,4,8,0.0,-0.757
3,4,9,0.0,-0.25
3,4,10,0.0,0.751
3,5,6,0.0,0.0
3,5,7,0.0,0.0
3,5,8,0.0,-0.754
3,5,10,0.226,-0.556
3,6,3,0.0,0.352
3,6,5,0.0,0.639
3,6,6,0.184,0.38
3,6,8,0.0,0.0
3,6,9,0.0,0.0
3,6,10,0.0,0.219
3,7,2,0.0,0.0
3,7,3,0.674,0.0
3,7,4,0.0,0.303
3,7,6,0.0,0.228
