Ace,Value,Dealer,Hit,Stay
1,18,10,-0.461,-0.007
1,18,11,0.0,0.195
1,19,2,-0.583,0.27
1,19,3,-0.023,0.288
1,19,4,-0.515,0.265
1,19,5,0.0,0.172
1,19,6,-0.114,0.312
1,19,7,0.0,0.314
1,19,8,0.0,0.367
1,19,9,0.0,0.366
1,19,10,-0.681,0.242
1,19,11,0.0,0.35
2,0,2,0.09,-0.249
2,0,3,0.091,-0.036
2,0,4,-0.031,-0.451
2,0,5,0.091,-0.461
2,0,6,0.25,0.0
2,0,7,0.005,-0.429
2,0,8,0.137,-0.471
2,0,9,0.008,-0.535
2,0,10,0.009,-0.505
2,0,11,0.111,-0.632
2,2,2,-0.067,-0.52
2,2,3,0.156,-0.488
2,2,4,-0.436,-0.105
2,2,5,0.039,-0.692
2,2,6,0.197,0.0
2,2,7,0.012,-0.358
2,2,8,-0.088,-0.524
2,2,9,-0.323,-0.127
2,2,10,-0.001,-0.179
2,2,11,-0.566,-0.12
2,3,2,0.067,-0.072
2,3,3,-0.003,-0.572
2,3,4,0.082,-0.34
2,3,5,-0.198,0.14
2,3,6,0.145,-0.519
2,3,7,0.01,-0.316
2,3,8,-0.013,-0.426
2,3,9,-0.07,-0.517
2,3,10,-0.042,-0.084
2,3,11,0.005,-0.311
2,4,2,-0.038,-0.545
2,4,3,0.036,-0.6
2,4,4,-0.085,-0.545
2,4,5,0.007,-0.097
2,4,6,0.17,0.0
2,4,7,0.015,-0.533
2,4,8,-0.014,-0.313
2,4,9,-0.01,-0.055
2,4,10,-0.045,-0.602
2,4,11,0.247,-0.549
2,5,2,-0.079,-0.02
2,5,3,0.116,-0.042
2,5,4,-0.17,-0.491
2,5,5,-0.062,-0.113
2,5,6,0.061,-0.386
2,5,7,-0.295,-0.058
2,5,8,-0.233,-0.162
2,5,9,-0.016,-0.352
2,5,10,-0.079,-0.472
2,5,11,0.0,0.4
2,6,2,0.006,-0.026
2,6,3,0.0,0.086
2,6,4,0.039,-0.623
2,6,5,0.188,0.0
2,6,6,-0.097,0.239
2,6,7,0.0,0.169
2,6,8,0.057,-0.121
2,6,9,-0.296,-0.001
2,6,10,-0.044,-0.083
2,6,11,0.0,0.114
2,7,2,0.052,-0.713
2,7,3,0.0,0.202
2,7,4,0.042,-0.228
2,7,5,0.0,0.223
2,7,6,0.0,0.209
2,7,7,0.0,0.329
2,7,8,-0.02,0.393
2,7,9,0.0,0.198
2,7,10,-0.044,-0.078
2,7,11,0.139,0.0
2,8,2,0.096,-0.218
2,8,3,-0.048,0.473
2,8,4,0.116,0.0
2,8,5,0.157,0.0
2,8,6,0.0,0.326
2,8,7,0.044,-0.276
2,8,8,-0.159,0.339
2,8,9,-0.009,0.378
2,8,10,-0.155,0.184
2,8,11,0.0,0.414
2,10,2,-0.276,-0.523
2,10,3,-0.407,-0.165
2,10,4,-0.262,-0.608
2,10,5,-0.209,-0.609
2,10,6,0.0,0.103
2,10,7,-0.13,-0.52
2,10,8,-0.592,-0.078
2,10,9,-0.251,-0.468
2,10,10,-0.616,-0.314
2,10,11,-0.209,-0.471
2,11,2,0.096,-0.034
2,11,3,-0.31,-0.468
2,11,4,-0.482,-0.349
2,11,5,-0.126,-0.537
2,11,6,-0.669,0.059
2,11,7,-0.304,-0.632
2,11,8,-0.463,-0.595
2,11,9,-0.231,-0.37
2,11,10,-0.248,-0.522
2,11,11,0.18,0.0
2,12,2,-0.228,-0.642
2,12,3,-0.545,-0.075
2,12,4,-0.567,-0.082
2,12,5,-0.524,-0.031
2,12,6,0.0,0.023
2,12,7,-0.507,-0.207
2,12,8,-0.375,-0.466
2,12,9,-0.295,-0.47
2,12,10,-0.667,-0.261
2,12,11,-0.664,-0.503
2,13,2,-0.271,-0.496
2,13,3,-0.366,-0.157
2,13,4,-0.473,-0.116
2,13,5,-0.126,-0.075
2,13,6,-0.491,0.075
2,13,7,-0.631,-0.347
2,13,8,-0.34,-0.232
2,13,9,-0.424,-0.21
2,13,10,-0.511,-0.196
2,13,11,-0.684,-0.674
2,14,2,-0.307,-0.472
2,14,3,-0.075,-0.25
2,14,4,-0.363,-0.577
2,14,5,-0.287,-0.473
2,14,6,-0.288,-0.687
2,14,7,-0.444,-0.146
2,14,8,-0.558,-0.292
2,14,9,-0.333,-0.59
2,14,10,-0.5,-0.249
2,14,11,-0.471,-0.066
2,15,2,-0.256,-0.552
2,15,3,-0.618,-0.137
2,15,4,-0.415,-0.414
2,15,5,0.007,-0.297
2,15,6,-0.296,-0.616
2,15,7,-0.518,-0.123
2,15,8,-0.576,-0.652
2,15,9,-0.356,-0.593
2,15,10,-0.364,-0.623
2,15,11,-0.326,-0.12
2,16,2,-0.413,-0.018
2,16,3,-0.577,-0.65
2,16,4,-0.644,0.194
2,16,5,-0.482,0.112
2,16,6,-0.473,-0.63
2,16,7,-0.118,0.189
2,16,8,0.0,0.126
2,16,9,-0.596,0.032
2,16,10,-0.651,-0.084
2,16,11,-0.635,0.015
2,17,2,-0.465,0.254
2,17,3,-0.584,0.293
2,17,4,-0.67,0.093
2,17,5,0.0,0.332
2,17,6,-0.475,0.452
2,17,7,-0.482,0.382
2,17,8,-0.606,0.562
2,17,9,-0.435,0.078
2,17,10,-0.14,-0.043
2,17,11,-0.13,0.386
2,18,2,0.0,0.362
2,18,3,0.0,0.314
2,18,4,0.0,0.267
2,18,5,0.0,0.317
2,18,6,-0.351,0.282
2,18,7,-0.63,0.208
2,18,8,-0.701,0.164
2,18,9,-0.128,0.392
2,18,10,-0.482,0.19
2,18,11,-0.631,0.0
3,0,2,0.227,0.0
3,0,3,0.0,-0.61
3,0,4,0.087,-0.585
3,0,5,-0.01,-0.647
3,0,6,0.095,-0.608
3,0,7,0.0,-0.661
3,0,8,0.154,-0.56
3,0,9,-0.264,-0.475
3,0,10,0.276,-0.01
3,2,3,0.502,0.0
3,2,5,0.0,-0.51
3,2,7,0.0,0.0
3,2,8,-0.083,0.0
3,2,10,0.604,-0.664
3,3,2,0.0,0.0
3,3,3,0.0,-0.487
3,3,4,0.0,-0.461
3,3,6,0.0,-0.341
3,3,7,0.0,-0.762
3,3,8,0.0,-0.537
3,3,9,0.0,0.0
3,3,10,-0.144,-0.387
3,4,6,0.0,-0.008
3,4,7,0.155,0.0
3,4,8,0.0,-0.454
3,4,10,-0.072,-0.553
3,5,3,0.0,0.0
3,5,4,0.0,-0.371
3,5,6,0.0,-0.515
3,5,10,0.439,-0.614
3,6,2,0.0,-0.558
3,6,3,0.0,0.037
3,6,4,0.0,0.238
3,6,5,0.0,0.561
3,6,6,0.0,0.515
3,6,8,0.0,0.262
3,6,9,0.566,0.0
3,6,10,0.018,0.0
3,7,2,0.273,0.0
3,7,4,0.0,0.0
3,7,6,0.0,0.0
3,7,7,0.0,0.494
3,7,10,0.0,0.158
3,9,3,0.458,0.0
3,9,4,-0.527,-0.62
3,9,5,0.0,-0.407
3,9,8,0.156,-0.407
3,9,10,-0.719,0.0
3,10,2,0.0,0.532
3,10,3,-0.62,0.322
3,10,4,0.0,0.516
3,10,5,-0.359,-0.628
3,10,6,0.0,-0.505
3,10,7,-0.409,-0.009
3,10,8,-0.664,-0.617
3,10,9,-0.339,-0.555
3,10,10,-0.344,-0.493
3,11,3,0.0,-0.624
3,11,4,0.0,0.421
3,11,7,0.0,-0.62
3,11,8,-0.44,0.0
3,11,9,0.0,-0.205
3,11,10,-0.554,-0.493
3,12,2,0.183,0.0
3,12,3,0.0,0.457
3,12,5,0.0,-0.624
3,12,8,-0.545,-0.206
3,12,9,-0.581,-0.641
3,12,10,0.181,-0.088
3,13,2,0.0,0.477
3,13,5,-0.353,0.0
3,13,7,-0.489,-0.602
3,13,10,-0.518,-0.629
3,14,2,0.0,0.129
3,14,3,0.0,0.0
3,14,5,0.0,0.0
3,14,6,-0.329,0.15
3,14,8,0.0,0.0
3,14,9,-0.582,-0.644
3,14,10,-0.643,-0.25
3,15,2,-0.336,0.0
3,15,4,-0.619,0.0
3,15,5,-0.579,0.376
3,15,9,0.0,-0.303
3,15,10,-0.552,-0.636
3,16,2,-0.641,-0.584
3,16,3,-0.499,0.0
3,16,6,-0.516,-0.505
3,16,7,0.0,-0.318
3,16,10,-0.484,-0.028
3,17,2,-0.65,0.0
3,17,5,-0.48,0.0
3,17,8,0.0,0.297
4,6,3,0.0,0.0
4,8,3,0.0,-0.534
4,10,10,0.0,0.348
