Ace,Value,Dealer,Hit,Stay
2,17,6,-0.744,0.523
2,17,9,0.128,0.009
2,17,10,-0.558,0.011
2,17,11,-0.76,0.0
2,18,2,-1.023,0.069
2,18,3,0.192,0.058
2,18,4,-0.677,0.614
2,18,5,0.0,-0.308
2,18,6,0.0,0.504
2,18,7,-0.59,0.0
2,18,8,0.0,0.626
2,18,9,-0.761,0.0
2,18,10,-0.791,-0.312
2,18,11,-0.649,0.0
3,0,2,0.0,0.0
3,0,3,0.0,0.0
3,3,3,0.0,0.0
3,3,9,0.0,0.0
3,5,2,0.0,0.0
3,5,3,0.0,0.108
3,5,4,0.0,0.116
3,10,3,0.0,0.345
3,10,8,0.0,-0.803
3,12,3,-0.906,0.0
3,13,9,-0.82,0.0
3,15,2,-0.821,0.0
4,3,3,0.0,0.0
4,10,3,0.0,0.0
4,16,3,-0.597,0.0
